title,age_min,age_max,duration_mins,tags,cost,indoor_outdoor,season,materials_needed,how_to_play,players,parent_caution
Homemade Ice Cream,7,14,30,"science, culinary",low,indoor,all,"[""cream"", ""sugar"", ""flavoring"", ""ice"", ""salt"", ""bags""]","['Mix cream, sugar, and flavor in small bag.', 'Place in larger bag with ice and salt.', 'Shake vigorously for 5-10 minutes.', 'Observe phase change and enjoy treat.']",2+,no
DIY Seed Starter Pots,7,14,60,"gardening, educational, spring",low,indoor,spring,"[""newspaper"", ""soil"", ""seeds"", ""water""]","['Roll newspaper into small pots.', 'Fill with soil and plant seeds.', 'Water and place in sunny spot.', 'Transplant when seedlings grow.']",1+,no
Paper Mosaic Letters,7,14,90,"art, personalized, patient",low,indoor,all,"[""cardboard letter"", ""colored paper"", ""glue"", ""scissors""]","['Cut or tear paper into small pieces.', 'Glue pieces to cover letter.', 'Create mosaic pattern with colors.', 'Display finished letter art.']",1+,no
Microscopy,25,99,60,"hobby, educational, scientific",medium,indoor,all,"[""microscope"", ""slides"", ""specimens""]","['Set up microscope at home', 'Examine tiny specimens', 'Take photos through microscope', 'Explore microscopic world']",1+,no
Cross Stitch Project,10,99,90,"crafts, relaxation",low,indoor,all,"[""fabric"", ""embroidery floss"", ""needle"", ""hoop"", ""pattern""]","['Thread needle with floss.', 'Follow pattern square by square.', 'Make X stitches in fabric.', 'Frame completed work.']",1+,no
Stand Up Paddleboarding,12,70,60,"water sport, fitness",medium,outdoor,summer,"[""paddleboard"", ""paddle"", ""life vest""]","['Start on knees then stand.', 'Use paddle for balance and propulsion.', 'Try yoga on board.', 'Explore calm waterways.']",1+,yes
Color Sorting Game,3,5,20,"learning, colors",free,indoor,all,"[""colored paper"", ""toys"", ""sorting containers""]","['Set out containers labeled with different colors.', 'Gather toys and objects of various colors.', 'Have children sort items into correct color containers.', 'Count how many items are in each container.']",1+,no
Haunted Attractions,13,19,120,"adventure, entertainment, thrilling",medium,outdoor,"fall, winter","[""admission"", ""brave heart""]","['Research haunted houses.', 'Visit with friends for support.', 'Experience scares together.', 'Debrief and laugh afterward.']",2+,yes
Make Root Beer Float,10,99,15,"culinary, fun",low,indoor,all,"[""root beer"", ""ice cream"", ""cup"", ""spoon""]","['Pour root beer into glass.', 'Add scoop of ice cream.', 'Watch foam rise.', 'Enjoy immediately with spoon and straw.']",1+,no
Charades Relay Race,6,12,20,"physical, game",free,indoor,all,"[""charades cards""]","['Divide into teams for charades competition.', 'Act out words without speaking.', 'Team members guess before time runs out.', 'High-energy twist on classic game.']",4+,no
Room DIY Makeover,12,99,240,"creative, home improvement, personal",medium,indoor,all,"[""paint"", ""decorations"", ""furniture""]","['Plan new design.', 'Paint walls.', 'Rearrange furniture.', 'Add decorations.']",1+,yes
Sculpture Garden Design,18,99,300,art landscape,high,outdoor,all,"[""sculptures""]","['Choose site', 'Arrange sculptures', 'Install pieces', 'Create garden']",2+,yes
Load and Empty Dishwasher,6,8,10,chore,free,indoor,all,[],"['Show children how to load dirty dishes into the dishwasher, arranging plates, bowls, and cutlery properly.', 'Explain where to add detergent and how to select the appropriate wash cycle.', 'Once the cycle is complete, demonstrate unloading by starting with the top rack to avoid drips.', 'Teach them to put clean dishes away in their proper cabinets and check for any remaining food residue.']",1+,no
Nerf War,10,18,60,"action, team game, fun",medium,both,all,"[""nerf guns"", ""nerf darts"", ""safety glasses"", ""obstacles or barriers""]","['Set up safe play area with boundaries.', 'Distribute nerf guns and ammunition evenly.', 'Play various game modes like capture flag or elimination.', 'Wear safety glasses to protect eyes.']",4+,yes
Make and Fly Kite,10,99,45,"creative, outdoor, fun",low,outdoor,"spring, summer, fall","[""kite kit"", ""string"", ""wind""]","['Assemble kite kit.', 'Find open space.', 'Fly kite.', 'Try tricks.']",1+,no
Indoor Red Light Green Light,4,10,20,"game, active, listening",free,indoor,all,[],"['One person is traffic light.', 'Green light means move forward.', 'Red light means freeze immediately.', 'First to reach finish line wins.']",3+,no
Splash Pad Fun,1,6,45,"physical, outdoor, water",low,outdoor,summer,"[""splash pad or sprinkler""]","['Set up a splash pad or sprinkler in the backyard.', 'Let children run through the water and cool off.', 'Practice jumping, hopping, and dancing in the water.', 'Apply sunscreen and provide shade breaks.']",1+,yes
Rafting,12,70,240,"water sport, adventure",high,outdoor,summer,"[""raft"", ""paddle"", ""life vest"", ""helmet""]","['Listen to guide instructions.', 'Paddle as team.', 'Navigate rapids.', 'Enjoy scenic river trip.']",6+,yes
Bridge Card Game,50,99,120,"strategy, social",free,indoor,all,"[""deck of cards""]","['Learn basic bridge rules with friends.', 'Play with partner in teams of two.', 'Practice bidding and card play strategies.', 'Join local bridge club for regular games.']",4,no
Try Local Job Internship,13,19,240,"educational, work, business",free,indoor,all,"[""job or internship position""]","['Search for opportunities.', 'Apply and interview.', 'Work part-time.', 'Earn and learn.']",1+,no
Woodworking Projects,14,99,180,"crafts, building",high,indoor,all,"[""wood"", ""tools"", ""sandpaper"", ""finish"", ""safety gear""]","['Plan project and cut wood.', 'Assemble with joinery or hardware.', 'Sand smooth.', 'Apply finish or paint.']",1+,yes
Car Wash,2,5,20,"water play, chore",low,outdoor,summer,"[""cups"", ""helmet"", ""large bucket"", ""pavement or wall"", ""small bucket"", ""sponges"", ""tricycle or balance bike"", ""water""]","['Set up tubs of water, soap, sponges, and cloths in a convenient outdoor spot.', 'Provide toy cars, bikes, or even a tricycle for children to wash and rinse.', 'Assign roles like washer, rinser, and dryer so everyone participates.', 'Finish by drying the toys with towels and reminding them not to waste water.']",1+,yes
Backyard Obstacle Course,6,14,60,"exercise, outdoor, challenge",free,outdoor,all,"[""cones"", ""jump rope"", ""hula hoops"", ""chairs""]","['Set up stations with different challenges.', 'Create course: jump over rope, weave through cones, crawl under chairs.', 'Time each participant through course.', 'Repeat trying to beat personal best time.']",2+,yes
Bug Hunt and Observation,5,11,30,"nature, science",low,outdoor,spring,"[""magnifying glass"", ""bug containers"", ""guide book""]","['Search for insects in garden or park.', 'Carefully catch bugs in containers.', 'Observe with magnifying glass.', 'Release bugs back to nature.']",1+,yes
Fourth of July Party,5,99,360,"holiday, patriotic",medium,outdoor,summer,"[""grill"", ""food"", ""decorations"", ""fireworks""]","['Grill burgers and hot dogs.', 'Play lawn games.', 'Watch fireworks display.', 'Wave sparklers safely.']",10+,yes
Ribbon Waterfall Box,1,1,10,"sensory, baby",low,indoor,all,"[""cardboard box"", ""colored balls or toys"", ""colored markers"", ""ribbons"", ""sticks""]","['Cut holes in the top of a cardboard box and thread long ribbons through, knotting them inside.', 'Invite children to pull the ribbons from different sides and watch them slide and sway like a waterfall.', 'Encourage exploration of textures and colours by moving and twirling the ribbons.', 'Supervise play to prevent tangling and keep ribbons away from mouths.']",1+,yes
Bonsai Care,12,99,45,"gardening, art",medium,both,all,"[""bonsai tree"", ""tools"", ""wire"", ""pot""]","['Prune branches carefully.', 'Wire for shaping.', 'Repot when needed.', 'Water and fertilize appropriately.']",1+,no
Kinetic Art Building,16,99,240,art kinetic,high,indoor,all,"[""materials""]","['Design mechanism', 'Build structure', 'Test movement', 'Refine motion']",1+,yes
Make Fancy Mocktails with Fresh Fruit,13,19,45,"culinary, creative",low,indoor,all,"[""juices"", ""fruit"", ""sparkling water"", ""garnishes""]","['Mix juice bases.', 'Add fresh fruit and ice.', 'Top with sparkling water.', 'Garnish creatively.']",2+,no
Helicopter,2,5,10,"coordination, balance",low,both,all,"[""rope"", ""secure anchor point""]","['One player swings a long rope or jump rope in a circle close to the ground like a helicopter blade.', 'Children stand in a ring and jump over the rope as it approaches them.', 'Call out instructions such as jumping on one foot or turning around midâjump.', 'Rotate the rope swinger to give everyone a chance and keep the rope low to avoid trips.']",1+,yes
Stem Cell Research Lab,20,75,240,science research,high,indoor,all,"[""lab equipment""]","['Study stem cells', 'Culture cells', 'Analyze data', 'Publish research']",1+,yes
Metal Detecting,40,99,120,"outdoor, hobby, treasure-hunting",medium,outdoor,all,"[""metal detector"", ""digging tools""]","['Purchase or rent metal detector', 'Search beaches, parks, or historical sites', 'Dig up coins, jewelry, or artifacts', 'Research local laws and permissions']",1+,no
Hot Potato,4,10,10,"game, physical",low,indoor,all,"[""ball or bean bag"", ""music""]","['Sit in circle and pass object quickly.', 'Play music while passing.', 'When music stops person holding object is out.', 'Continue until one person remains.']",5+,no
Ice Fishing,10,80,240,"fishing, winter",medium,outdoor,winter,"[""auger"", ""tip-ups"", ""bait"", ""shelter"", ""warm clothes""]","['Drill hole in ice.', 'Set up tip-ups or jig by hand.', 'Wait in shelter.', 'Catch fish through ice.']",1+,yes
Rocketry,12,99,90,"hobby, STEM",medium,outdoor,all,"[""model rockets"", ""engines"", ""launcher"", ""recovery""]","['Build model rocket from kit.', 'Prepare launch site safely.', 'Launch and track flight.', 'Recover and reuse rocket.']",1+,yes
Corn Hole Game,8,99,30,"game, outdoor",medium,outdoor,all,"[""corn hole boards"", ""bean bags""]","['Set boards 27 feet apart.', 'Take turns tossing bags at boards.', 'Score points for landing on board or in hole.', 'Play to 21 points.']",2+,no
Cooking Class Date Night,25,65,150,"cooking, learning, social",medium,indoor,all,"[""cooking class registration"", ""apron""]","['Sign up for a couples or group cooking class.', 'Learn to prepare a new cuisine or specialty dish.', 'Work together following the chef instructor.', 'Enjoy eating the meal you prepared.']",2+,no
Visit Planetarium,12,99,90,"educational, space",low,indoor,all,"[""planetarium admission""]","['Check planetarium shows.', 'Book tickets in advance.', 'Attend show presentation.', 'View constellation demonstration.']",1+,no
Homemade Popsicles,10,99,45,"culinary, creative, fun",low,indoor,all,"[""popsicle molds"", ""juice or fruit"", ""sticks""]","['Choose flavors.', 'Fill molds.', 'Freeze overnight.', 'Enjoy homemade treats.']",1+,no
Homemade Face Paint,5,12,45,"creative, art, dress-up",low,indoor,all,"[""cornstarch"", ""face lotion"", ""food coloring"", ""brushes""]","['Mix equal parts cornstarch and lotion.', 'Add food coloring to create colors.', 'Paint designs on faces.', 'Wash off with soap and water.']",2+,yes
Cornhole Tournament,10,99,45,"outdoor, game, target",low,outdoor,all,"[""cornhole boards"", ""bean bags""]","['Set up cornhole boards.', 'Stand at tossing distance.', 'Toss bean bags.', 'Score points and celebrate.']",2+,no
Foodie Weekly Tour,12,99,90,"food, exploration, social",low,outdoor,all,"[""money for food""]","['Find new restaurant.', 'Try cuisine.', 'Visit weekly.', 'Rate favorites.']",1+,no
Paper Plate Turtle,4,9,30,"craft, reptile, creative",low,indoor,all,"[""paper plate"", ""green paint"", ""construction paper"", ""googly eyes""]","['Paint plate green with shell pattern.', 'Cut head, legs, and tail from paper.', 'Attach to plate edges.', 'Add googly eyes to head.']",1+,no
DIY Confetti Poppers,8,16,60,"craft, celebration, party",low,indoor,all,"[""toilet paper rolls"", ""tissue paper"", ""confetti"", ""ribbon""]","['Cover one end with tissue paper.', 'Fill with confetti.', 'Decorate exterior.', 'Pop for celebrations.']",1+,yes
Sketch Your Pet,10,99,45,"art, creative",low,indoor,all,"[""paper"", ""pencils or pastels""]","['Position pet comfortably.', 'Spend time observing details.', 'Sketch pet from different angles.', 'Share artwork with pet owner.']",1+,no
Line Dancing,30,99,60,"social, fun, accessible",low,indoor,all,[],"['Learn choreographed steps in lines', 'No partner needed', 'Dance to country or pop music', 'Social and easy to learn']",1+,no
River Tubing,12,99,120,"water, adventure, outdoor",medium,outdoor,summer,"[""tube rental"", ""transportation"", ""water gear""]","['Research tubing spots.', 'Book in advance.', 'Float down river.', 'Enjoy scenic views.']",1+,yes
Jet Skiing,16,60,60,"water sport, adrenaline",high,outdoor,summer,"[""jet ski rental"", ""life vest""]","['Get safety briefing.', 'Learn throttle and steering.', 'Stay in designated areas.', 'Follow boating rules.']",1+,yes
Photography Walk,25,75,90,"creative, outdoor, learning",free,outdoor,all,"[""camera or smartphone"", ""comfortable shoes"", ""water""]","['Choose an interesting location like a park or historic district.', 'Walk slowly and look for interesting subjects to photograph.', 'Practice composition and lighting techniques.', 'Share and critique photos afterwards.']",1+,no
Mall Walking Club,50,95,45,"fitness, social",free,indoor,all,"[""walking shoes""]","['Walk mall before it opens.', 'Socialize with other walkers.', 'Track distance walked.', 'Window shop while exercising.']",2+,no
Scrapbooking Memory,12,99,120,scrapbooking craft,low,indoor,all,"[""scrapbook""]","['Gather photos', 'Arrange pages', 'Add embellishments', 'Preserve memories']",1+,no
Polka Dot Slime,2,5,20,"sensory, science",low,indoor,all,"[""colored objects"", ""craft supplies"", ""glue"", ""matching areas"", ""paper""]","['Mix school glue with liquid starch and a few drops of food colouring until a slime forms.', 'Knead the slime until itâs smooth and stretchy without sticking to your hands.', 'Stir in foam beads or small pomâpoms to create colourful polka dots.', 'Store the slime in an airtight container when finished and discuss its texture.']",1+,yes
Homemade Playdough Stamps,3,8,45,"creative, sensory, art",low,indoor,all,"[""playdough"", ""objects to stamp (forks, toys, cookie cutters)""]","['Roll out playdough flat.', 'Press objects into dough to make impressions.', 'Compare different patterns created.', 'Reshape and repeat.']",1+,no
Paper Bag Vest,5,11,45,"craft, creative, wearable",low,indoor,all,"[""paper bags"", ""scissors"", ""markers"", ""decorations""]","['Cut bag to create vest shape.', 'Add armholes and fringe.', 'Decorate with drawings and stickers.', 'Wear as costume.']",1+,yes
Pajama Pancake Day,10,99,90,"culinary, relaxing, fun",low,indoor,morning,"[""pancake mix"", ""breakfast items""]","['Sleep in.', 'Wear pajamas.', 'Make pancakes.', 'Lounge all day.']",1+,no
Bean Bag Toss,3,6,15,"physical, coordination",low,both,all,"[""bean bags"", ""buckets or targets""]","['Set up buckets at various distances.', 'Take turns tossing bean bags into targets.', 'Keep score and practice aiming.', 'Move targets farther for more challenge.']",2+,no
Poetry Writing,14,99,45,"creative, literary, emotional",free,indoor,all,"[""notebook or computer""]","['Read poetry from various styles and eras.', 'Write freely about emotions, observations, or stories.', 'Experiment with different forms like haiku or sonnets.', 'Join poetry group or open mic to share work.']",1,no
Macrame Wall Hanging,12,99,120,textile craft,low,indoor,all,"[""rope""]","['Learn knots', 'Create pattern', 'Tie hangings', 'Display art']",1+,no
Metal Detecting,15,99,120,"outdoor, treasure hunting",medium,outdoor,all,"[""metal detector"", ""shovel"", ""finds pouch""]","['Purchase metal detector and learn to use it.', 'Get permission before searching private property.', 'Sweep detector over ground listening for signals.', 'Dig carefully when signal found and fill holes.']",1+,no
Drawing on Big Paper,1,3,10,"art, fine motor",low,indoor,all,"[""folding instructions or markers"", ""paper sheets""]","['Tape large sheets of paper to the floor or wall at the childâs height.', 'Give them crayons, markers, or washable paint and allow free drawing and scribbling.', 'Suggest tracing their hands or bodies to make lifeâsized outlines.', 'Display their finished artwork or use it as homemade wrapping paper.']",1+,no
Make TikTok-Inspired Recipe,12,19,60,"culinary, trendy",low,indoor,all,"[""trending recipe ingredients""]","['Search trending recipes on TikTok.', 'Gather required ingredients.', 'Follow instructions carefully.', 'Film and share your version.']",1+,no
DIY Car Ramps,5,12,60,"engineering, physics, play",low,indoor,all,"[""cardboard"", ""tape"", ""toy cars"", ""blocks""]","['Build ramps at different angles.', 'Test which angle makes cars go fastest.', 'Measure distances traveled.', 'Experiment with different ramp heights.']",1+,no
Microbiome Research Study,18,99,180,science research,high,indoor,all,"[""lab equipment""]","['Study microbes', 'Collect samples', 'Analyze data', 'Contribute research']",1+,yes
Ice Cube Painting,3,8,30,"art, sensory, summer",low,outdoor,summer,"[""ice cube tray"", ""paint"", ""water"", ""popsicle sticks"", ""paper""]","['Mix paint with water and pour in tray.', 'Add sticks as handles and freeze.', 'Paint with melting ice cubes on paper.', 'Watch colors blend as ice melts.']",1+,no
Farmers Market Tour,18,65,60,"outdoor, food, social",medium,outdoor,all,"[""reusable bags"", ""cash or card"", ""walking shoes""]","['Visit a local farmers market on the weekend.', 'Browse stalls and sample fresh produce.', 'Purchase ingredients for a meal to cook together.', 'Support local farmers and artisans.']",2+,no
Kombucha Brewing,20,99,60,"hobby, culinary, health",low,indoor,all,"[""SCOBY"", ""tea"", ""sugar"", ""jars""]","['Brew sweet tea and add SCOBY', 'Ferment for one to two weeks', 'Bottle with flavorings', 'Enjoy probiotic drink']",1+,no
Bird Banding Research,16,75,240,bird research,free,outdoor,all,"[""banding tools""]","['Capture birds', 'Band legs', 'Record data', 'Contribute science']",2+,yes
Scuba Diving,12,70,180,"water sport, adventure",high,outdoor,all,"[""scuba gear"", ""certification"", ""dive computer""]","['Get certified through classes.', 'Learn equipment and safety.', 'Plan dives with buddy.', 'Explore underwater world.']",2+,yes
Stop Motion Animation,8,12,90,"creative, technology, art",free,indoor,all,"[""smartphone"", ""app"", ""toys or clay"", ""tripod""]","['Download a stop motion app on a phone or tablet.', 'Set up toys or clay figures in a scene.', 'Take photos moving characters slightly between each shot.', 'Play back the animation to see your movie.']",1+,no
Nature Habitat Diorama,7,14,120,"craft, educational, ecosystem",low,indoor,all,"[""shoebox"", ""natural materials"", ""toy animals"", ""glue""]","['Research specific habitat.', 'Create environment in box.', 'Add appropriate plants and features.', 'Place animals in habitat.']",1+,yes
Dancing Classes,18,99,60,"fitness, social, creative",medium,indoor,all,"[""dance shoes"", ""comfortable clothing""]","['Choose a dance style like ballroom, salsa, or tango', 'Join group classes or take private lessons', 'Practice steps and movements with partners', 'Attend social dance events to practice']",1+,no
Matching Card Game,3,8,30,"game, memory, learning",low,indoor,all,"[""index cards"", ""markers or stickers""]","['Create pairs of matching cards.', 'Mix and lay face down.', 'Turn two cards looking for match.', 'Most matches wins.']",2+,no
Paper Collage Animals,5,12,60,"art, creative, imaginative",low,indoor,all,"[""magazines"", ""scissors"", ""glue"", ""paper""]","['Cut shapes and colors from magazines.', 'Arrange to create animal shapes.', 'Glue pieces to paper.', 'Create entire animal collection.']",1+,yes
Guitar Lessons,8,99,45,"music, learning",medium,indoor,all,"[""guitar"", ""picks"", ""tuner""]","['Learn chord shapes.', 'Practice strumming patterns.', 'Play simple songs.', 'Build finger strength.']",1+,no
Felting Projects,50,99,120,"craft, traditional",medium,indoor,all,"[""wool roving"", ""felting needles"", ""foam pad""]","['Learn needle felting technique.', 'Create 3D sculptures from wool fibers.', 'Make decorative items or gifts.', 'Relaxing and meditative craft.']",1+,no
Nature Weaving Loom,7,14,90,"craft, nature, creative",low,outdoor,all,"[""sticks"", ""yarn"", ""natural materials""]","['Create frame by tying sticks together.', 'String yarn across as loom.', 'Weave in leaves, grass, flowers.', 'Hang finished natural weaving.']",1+,no
Outdoor Concert or Music Jam,10,99,90,"music, family, creative",low,outdoor,"spring, summer, fall","[""musical instruments"", ""sound system (optional)"", ""chairs"", ""music stands""]","['Set up instruments outside in yard or park.', 'Have family and friends play, sing or perform.', 'Encourage trying new instruments.', 'Record performances to watch later.']",1+,no
Make Snack Station,12,18,90,"creative, culinary, social",low,indoor,all,"[""snacks"", ""serving dishes"", ""labels""]","['Choose snacks.', 'Set up display.', 'Label items.', 'Invite family.']",1+,no
Crazy Hat Day,4,99,60,"creative, imaginative, fun",low,indoor,all,"[""craft supplies"", ""old hats"", ""decorations""]","['Provide base hats or make from paper.', 'Decorate with feathers, sequins, stickers.', 'Create wildest hat possible.', 'Model hats and vote for favorites.']",1+,no
Photography Contest,12,99,120,"creative, photography, competition",free,outdoor,all,"[""camera or phone"", ""theme"", ""judge""]","['Set photography theme.', 'Take photos.', 'Judge submissions.', 'Award winner.']",2+,no
Marble Maze Box,7,14,90,"engineering, creative, problem-solving",low,indoor,all,"[""shoebox"", ""straws"", ""glue"", ""marbles"", ""scissors""]","['Cut straws to create maze walls inside box.', 'Glue straws in challenging pattern.', 'Mark start and finish points.', 'Tilt box to navigate marble through maze.']",1+,yes
Jump on Trampolines,10,18,90,"exercise, fun, indoor",medium,indoor,all,"[""trampoline park pass"", ""socks""]","['Visit trampoline park.', 'Wear required socks.', 'Jump and play freely.', 'Try new tricks.']",1+,yes
Tailgating,14,99,240,"sports, social",medium,outdoor,fall,"[""grill"", ""food"", ""beverages"", ""games"", ""team gear""]","['Set up in stadium parking lot.', 'Grill food before game.', 'Play corn hole and yard games.', 'Socialize with other fans.']",6+,no
Cloud Dough Play,3,8,45,"sensory, creative, tactile",low,indoor,all,"[""flour"", ""oil"", ""bowl""]","['Mix 8 cups flour with 1 cup oil.', 'Blend until consistency of sand.', 'Add to container with molds and toys.', 'Shape and play with moldable dough.']",1+,yes
Initial Game,3,6,10,"learning, word",free,indoor,all,[],"['Choose a fiveâletter word and write each letter on separate cards or notes.', 'Challenge children to rearrange the letters to form as many new words as possible.', 'Work individually or in teams and keep a list of all the words you create.', 'Share and spell the words together at the end and see how many you found.']",2+,no
