title,age_min,age_max,duration_mins,tags,cost,indoor_outdoor,season,materials_needed,how_to_play,players,parent_caution
Homemade Chocolate Chip Cookies,7,99,90,"culinary, baking, classic",low,indoor,all,"[""flour"", ""butter"", ""sugar"", ""eggs"", ""chocolate chips""]","['Cream butter and sugar together.', 'Add eggs and dry ingredients.', 'Fold in chocolate chips.', 'Bake until golden edges form.']",1+,yes
Indoor Paper Ball Soccer,5,12,45,"game, active, teamwork",free,indoor,all,"[""paper balls"", ""tape"", ""goals marked with tape""]","['Create goals with tape at each end.', 'Form teams and play soccer.', 'Only use paper balls indoors.', 'Keep score and play tournament.']",4+,no
Nature Habitat Diorama Box,7,14,120,"craft, educational, ecosystem",low,indoor,all,"[""shoebox"", ""natural materials"", ""paint"", ""toy animals""]","['Research specific habitat ecosystem.', 'Paint box interior as background.', 'Add natural materials for environment.', 'Place appropriate animals in habitat.']",1+,yes
Paper Plate Flower Garden,4,10,60,"craft, spring, colorful",low,indoor,spring,"[""paper plates"", ""paint"", ""pipe cleaners"", ""scissors"", ""pot""]","['Cut plates into flower shapes.', 'Paint in bright colors.', 'Attach pipe cleaner stems.', 'Arrange in pot with foam base.']",1+,no
DIY Tie Dye Socks,8,99,90,"craft, wearable, colorful",medium,outdoor,summer,"[""white socks"", ""fabric dye"", ""rubber bands"", ""buckets"", ""gloves""]","['Twist and bind socks with rubber bands.', 'Apply different colors of dye.', 'Let set for recommended time.', 'Rinse and reveal patterns.']",1+,yes
Backyard Bird Watching Station,6,99,90,"nature, observation, educational",low,outdoor,all,"[""binoculars"", ""bird guide"", ""notebook"", ""pencil"", ""bird feeder""]","['Set up comfortable viewing spot.', 'Place feeder in visible location.', 'Observe and identify visiting birds.', 'Record sightings in journal.']",1+,no
Homemade Yogurt Parfait Bar,6,99,30,"culinary, healthy, customizable",low,indoor,all,"[""yogurt"", ""granola"", ""fruits"", ""honey"", ""nuts"", ""bowls""]","['Set up buffet of toppings.', 'Layer yogurt in clear containers.', 'Add chosen toppings in layers.', 'Drizzle with honey.']",2+,no
Indoor Masking Tape City,5,12,90,"creative, imaginative, building",low,indoor,all,"[""masking tape"", ""toy cars"", ""toy figures""]","['Create roads and buildings with tape.', 'Add parking lots, parks, intersections.', 'Include traffic signs and features.', 'Play with vehicles in city.']",1+,no
Nature Flower Crown Making,5,13,60,"craft, nature, wearable",free,outdoor,spring,"[""flowers with long stems"", ""wire or string (optional)""]","['Collect flowers with flexible stems.', 'Braid or weave stems together.', 'Form into circle fitting head.', 'Wear as nature crown.']",1+,no
Paper Bag Whale Craft,4,9,30,"craft, ocean, creative",low,indoor,all,"[""paper bag"", ""blue paint"", ""googly eyes"", ""streamers""]","['Paint bag blue.', 'Add googly eyes and smile.', 'Attach streamer water spout.', 'Create ocean creature.']",1+,yes
DIY Wind Sock Colorful,6,13,60,"craft, outdoor, windy day",low,outdoor,all,"[""fabric or paper"", ""hoop or hanger"", ""ribbons"", ""string""]","['Attach fabric to hoop creating tube.', 'Add colorful ribbon streamers to bottom.', 'Hang with string outdoors.', 'Watch wind direction.']",1+,no
Backyard Obstacle Course Family,6,99,90,"outdoor, active, teamwork",low,outdoor,all,"[""household items for obstacles""]","['Create course with varied challenges.', 'Include stations for all ages.', 'Run course as family relay.', 'Time and encourage each other.']",4+,yes
Homemade Muffins Blueberry,8,99,75,"culinary, baking, breakfast",low,indoor,all,"[""flour"", ""sugar"", ""eggs"", ""milk"", ""blueberries"", ""muffin tin""]","['Mix muffin batter ingredients.', 'Fold in fresh blueberries.', 'Pour into muffin cups.', 'Bake until golden brown.']",1+,yes
Indoor Sock Puppet Show,5,12,60,"craft, performance, imaginative",low,indoor,all,"[""socks"", ""markers"", ""googly eyes"", ""glue"", ""box for stage""]","['Create sock puppets with decorations.', 'Build stage from cardboard box.', 'Write simple script together.', 'Perform show for audience.']",2+,no
Nature Pressed Leaf Bookmarks,6,13,120,"craft, nature, functional",low,indoor,all,"[""leaves"", ""heavy books"", ""contact paper"", ""cardstock"", ""ribbon""]","['Press leaves in books for 1-2 weeks.', 'Arrange on cardstock strips.', 'Cover with contact paper.', 'Add ribbon through hole.']",1+,no
Paper Plate Dinosaur Nest,4,10,45,"craft, prehistoric, creative",low,indoor,all,"[""paper plates"", ""brown paper"", ""cotton balls"", ""egg shapes""]","['Shred brown paper as nest material.', 'Glue to plate as nest.', 'Create eggs from paper or plastic.', 'Add baby dinosaur drawings.']",1+,no
DIY Bath Salts Lavender,9,16,45,"craft, aromatherapy, gift",low,indoor,all,"[""epsom salt"", ""sea salt"", ""lavender oil"", ""dried lavender"", ""jars""]","['Mix salts together in bowl.', 'Add essential oil and dried flowers.', 'Package in decorative jars.', 'Use in relaxing baths.']",1+,yes
Backyard Night Sounds Walk,6,99,45,"outdoor, nature, listening",low,outdoor,all,"[""flashlights"", ""notebook""]","['Walk familiar area after sunset.', 'Stop and listen quietly.', 'Identify different nighttime sounds.', 'Discuss nocturnal animals heard.']",2+,yes
Homemade Guacamole Bar,8,99,45,"culinary, Mexican, interactive",low,indoor,all,"[""avocados"", ""tomatoes"", ""onions"", ""cilantro"", ""lime"", ""bowls""]","['Mash avocados in bowls.', 'Set out chopped ingredients.', 'Each person creates custom guacamole.', 'Serve with chips or vegetables.']",2+,yes
Indoor Beach Ball Keep Away,5,12,30,"game, active, teamwork",low,indoor,all,"[""beach ball""]","['One person in middle tries to intercept.', 'Others toss ball keeping it away.', 'If intercepted, thrower becomes middle.', 'Play in open space.']",5+,no
Nature Collection Shadowbox,6,14,120,"craft, nature, display",medium,indoor,all,"[""shadowbox frame"", ""natural objects"", ""labels"", ""glue""]","['Collect interesting natural specimens.', 'Clean and prepare items.', 'Arrange artfully in shadowbox.', 'Label each item.']",1+,no
Paper Plate Alien Craft,4,10,30,"craft, space, imaginative",low,indoor,all,"[""paper plate"", ""paint"", ""googly eyes"", ""pipe cleaners""]","['Paint plate in alien colors.', 'Add multiple googly eyes.', 'Attach pipe cleaner antennae.', 'Create space creature.']",1+,no
DIY Seed Bombs Garden,8,15,90,"gardening, environmental, crafty",low,outdoor,spring,"[""clay powder"", ""compost"", ""wildflower seeds"", ""water""]","['Mix clay, compost, and seeds.', 'Add water to form balls.', 'Let dry completely for 2 days.', 'Toss in areas needing flowers.']",1+,yes
Backyard Talent Show,6,99,90,"performance, creative, social",free,outdoor,all,"[""stage area"", ""decorations"", ""music player""]","['Set up performance stage area.', 'Each person prepares act.', 'Perform talents for family.', 'Award prizes for all participants.']",3+,no
Homemade Iced Tea Flavored,8,99,60,"culinary, refreshing, summer",low,indoor,summer,"[""tea bags"", ""water"", ""sugar"", ""lemon"", ""fruit (optional)""]","['Brew strong tea and let cool.', 'Add sweetener to taste.', 'Mix in fruit or lemon flavor.', 'Serve over ice.']",1+,no
Indoor Balloon Relay Races,5,12,30,"game, active, teamwork",low,indoor,all,"[""balloons""]","['Form teams and create relay course.', 'Pass balloon between legs while walking.', 'Or balance balloon on spoon.', 'First team to finish wins.']",6+,no
Nature Twig Picture Frames,6,13,90,"craft, nature, decorative",low,outdoor,all,"[""twigs"", ""glue gun"", ""cardboard"", ""photo""]","['Cut cardboard as frame backing.', 'Glue twigs around edges.', 'Add string for hanging.', 'Insert photo in center.']",1+,yes
Paper Plate Hot Air Balloon,4,10,45,"craft, flight, colorful",low,indoor,all,"[""paper plate"", ""paint"", ""string"", ""small basket or cup""]","['Cut plate in half for balloon shape.', 'Paint colorful patterns.', 'Attach strings to edges.', 'Connect small basket below.']",1+,no
DIY Worry Dolls Traditional,8,15,90,"craft, cultural, emotional",low,indoor,all,"[""wooden clothespins"", ""fabric scraps"", ""yarn"", ""markers"", ""small box""]","['Wrap clothespins with fabric as clothing.', 'Add yarn hair and draw faces.', 'Create set of 6 tiny dolls.', 'Store in decorated box.']",1+,no
Backyard Water Balloon Toss,6,14,45,"outdoor, teamwork, summer",low,outdoor,summer,"[""water balloons"", ""open space""]","['Pair up and face each other.', 'Toss balloon back and forth.', 'Step backward after each catch.', 'Last pair with intact balloon wins.']",6+,yes
Homemade Hummus Varieties,9,99,60,"culinary, healthy, Mediterranean",low,indoor,all,"[""chickpeas"", ""tahini"", ""garlic"", ""lemon"", ""various flavors"", ""blender""]","['Blend chickpeas with tahini base.', 'Make different flavors: roasted red pepper, garlic.', 'Taste and adjust seasonings.', 'Serve with vegetables or pita.']",1+,no
Indoor Paper Airplane Contest,6,14,60,"game, engineering, competitive",free,indoor,all,"[""paper"", ""measuring tape"", ""targets""]","['Each person designs unique plane.', 'Test flights and make adjustments.', 'Compete in distance and accuracy.', 'Award prizes for each category.']",2+,no
Nature Mandala Circle Art,7,99,90,"art, nature, meditative",free,outdoor,all,"[""natural materials""]","['Mark circle on ground as guide.', 'Collect colorful natural items.', 'Arrange in symmetrical pattern from center.', 'Create peaceful nature art.']",1+,no
Paper Plate Octopus,3,8,30,"craft, ocean, wiggly",low,indoor,all,"[""paper plate"", ""paint"", ""streamers or paper strips"", ""googly eyes""]","['Paint plate ocean color.', 'Cut 8 strips for tentacles.', 'Curl strips with scissors.', 'Add googly eyes and smile.']",1+,no
DIY Candles Tea Light,10,16,90,"craft, aromatic, decorative",medium,indoor,all,"[""wax flakes"", ""wicks"", ""tea light molds"", ""essential oils"", ""double boiler""]","['Melt wax in double boiler.', 'Add essential oils for scent.', 'Pour into molds with wicks.', 'Let cool completely before using.']",1+,yes
Backyard Camping Night Sounds,7,99,90,"outdoor, nature, nighttime",low,outdoor,all,"[""tent"", ""sleeping bags"", ""flashlights""]","['Set up tent for overnight camping.', 'Listen to nature sounds at night.', 'Identify different nocturnal sounds.', 'Sleep under stars.']",2+,yes
Homemade Salad Bar,7,99,45,"culinary, healthy, customizable",low,indoor,all,"[""lettuce"", ""vegetables"", ""proteins"", ""dressings"", ""toppings""]","['Set up buffet of salad ingredients.', 'Provide variety of fresh vegetables.', 'Include protein options.', 'Each person creates custom salad.']",2+,no
Indoor Sock Hockey,6,13,45,"game, active, competitive",low,indoor,all,"[""socks"", ""broom or stick"", ""smooth floor"", ""goals with tape""]","['Mark goals with tape at ends.', 'Use rolled socks as puck.', 'Play hockey sliding on floor.', 'Keep score and play tournament.']",4+,no
Nature Pine Cone Creatures,5,12,60,"craft, nature, imaginative",low,outdoor,all,"[""pine cones"", ""googly eyes"", ""pipe cleaners"", ""felt"", ""glue""]","['Collect various sized pine cones.', 'Add eyes and features.', 'Attach pipe cleaner legs or arms.', 'Create pine cone animals.']",1+,yes
Paper Collage Landscape,6,14,90,"art, creative, scenic",low,indoor,all,"[""magazines"", ""scissors"", ""glue"", ""large paper""]","['Cut images of nature from magazines.', 'Arrange as landscape scene.', 'Layer foreground and background.', 'Glue down finished scene.']",1+,yes
DIY Bookends Decorated,9,16,120,"craft, functional, decorative",medium,indoor,all,"[""bricks or heavy objects"", ""fabric"", ""glue"", ""decorations""]","['Cover base objects with fabric.', 'Decorate with paint or embellishments.', 'Seal with protective coating.', 'Use to organize books.']",1+,yes
Backyard Olympics Closing Ceremony,7,16,60,"outdoor, celebration, sports",low,outdoor,all,"[""medals"", ""music"", ""snacks""]","['Gather all participants together.', 'Award medals to all competitors.', 'Celebrate achievements together.', 'End with group photo.']",4+,no
Homemade Fruit Leather,9,99,240,"culinary, healthy, patient",low,indoor,all,"[""fruit puree"", ""baking sheet"", ""parchment paper"", ""oven or dehydrator""]","['Blend fruit until very smooth.', 'Spread thinly on lined sheet.', 'Dehydrate on low heat for hours.', 'Roll up and cut into strips.']",1+,yes
Indoor Pillow Fort Battle,6,13,60,"active, imaginative, teamwork",free,indoor,all,"[""pillows"", ""blankets"", ""soft projectiles""]","['Build two opposing forts.', 'Use soft items as safe projectiles.', 'Establish rules for fair play.', 'Defend forts and have fun.']",4+,yes
Nature Sound Recording,8,99,60,"technology, nature, audio",low,outdoor,all,"[""recording device or phone"", ""notebook""]","['Walk through natural area quietly.', 'Record different nature sounds.', 'Label and organize recordings.', 'Create nature soundscape collection.']",1+,no
Paper Plate Race Car,4,10,45,"craft, vehicle, imaginative",low,indoor,all,"[""paper plate"", ""paint"", ""cardboard circles"", ""brad fasteners""]","['Paint plate as race car body.', 'Add number and decorations.', 'Attach cardboard wheels with brads.', 'Race cars on floor.']",1+,yes
DIY Gel Candles,10,16,120,"craft, decorative, advanced",medium,indoor,all,"[""gel wax"", ""glass containers"", ""wicks"", ""decorative items"", ""dye""]","['Arrange decorative items in glass.', 'Melt gel wax and add dye.', 'Pour slowly around decorations.', 'Let cool with wick centered.']",1+,yes
Backyard Nature Scavenger Photo Hunt,7,15,90,"outdoor, photography, exploration",low,outdoor,all,"[""camera or phone"", ""list of items"", ""printed photos""]","['Create photo list of nature items.', 'Search area to photograph items.', 'Check off items as found.', 'Share and compare photos.']",2+,no
Homemade Mini Pizzas,7,99,60,"culinary, fun, customizable",low,indoor,all,"[""english muffins"", ""pizza sauce"", ""cheese"", ""toppings""]","['Split muffins and toast lightly.', 'Add sauce, cheese, toppings.', 'Bake until cheese melts.', 'Enjoy personal pizzas.']",2+,yes
Indoor Dance Party Freeze,4,12,30,"game, music, active",free,indoor,all,"[""music player""]","['Play upbeat music for dancing.', 'Stop music randomly.', 'Everyone must freeze immediately.', 'Anyone moving sits out round.']",3+,no
Nature Stick Weaving,6,13,90,"craft, nature, textile",low,outdoor,all,"[""Y-shaped stick"", ""yarn"", ""natural materials""]","['Find stick with fork shape.', 'Wrap yarn between branches.', 'Weave in leaves, feathers, grass.', 'Create natural loom art.']",1+,no
Paper Plate Bunny,3,8,30,"craft, spring, Easter",low,indoor,spring,"[""paper plate"", ""pink and white paint"", ""cotton balls"", ""googly eyes""]","['Paint plate white.', 'Cut ears from paper and attach.', 'Add pink nose and googly eyes.', 'Glue cotton ball tail.']",1+,no
DIY Journal Decorated Cover,8,16,90,"craft, personal, creative",low,indoor,all,"[""blank journal"", ""fabric or paper"", ""glue"", ""decorations""]","['Cover journal with chosen material.', 'Add personalized decorations.', 'Include name or meaningful quote.', 'Use for writing or drawing.']",1+,no
Backyard Firefly Catching,6,13,45,"outdoor, nature, summer",free,outdoor,summer,"[""jar with holes in lid"", ""flashlight""]","['Go out after dark in summer.', 'Gently catch fireflies in jar.', 'Observe their bioluminescence.', 'Release after viewing.']",2+,yes
Homemade Lemonade Fresh Squeezed,7,99,45,"culinary, refreshing, summer",low,indoor,summer,"[""lemons"", ""sugar"", ""water"", ""pitcher""]","['Roll and squeeze fresh lemons.', 'Mix juice with sugar until dissolved.', 'Add cold water to taste.', 'Serve over ice with lemon slices.']",1+,no
Indoor Balloon Stomp,5,12,20,"game, active, loud",low,indoor,all,"[""balloons"", ""string""]","['Tie balloon to each person's ankle.', 'Try to stomp others balloons.', 'Protect your own balloon.', 'Last balloon intact wins.']",4+,no
Nature Leaf Skeleton Making,8,15,120,"craft, nature, scientific",low,indoor,all,"[""leaves"", ""washing soda"", ""pot"", ""soft brush""]","['Simmer leaves in washing soda solution.', 'Gently brush away leaf flesh.', 'Leave delicate vein structure.', 'Dry and preserve skeletons.']",1+,yes
Paper Plate Shark,4,10,30,"craft, ocean, fierce",low,indoor,all,"[""paper plate"", ""gray paint"", ""white paper"", ""googly eyes"", ""red paper""]","['Cut plate into shark body shape.', 'Paint gray.', 'Add white teeth from paper.', 'Attach fin and googly eyes.']",1+,no
DIY Memory Box Decorated,8,16,120,"craft, keepsake, personal",low,indoor,all,"[""shoebox"", ""decorations"", ""photos"", ""glue"", ""memorabilia""]","['Decorate exterior of box creatively.', 'Add photos and personal touches.', 'Use to store special mementos.', 'Review contents periodically.']",1+,no
Backyard Star Constellation Finding,7,99,90,"educational, astronomy, nighttime",low,outdoor,all,"[""star chart"", ""flashlight with red filter"", ""blanket""]","['Spread blanket in dark area.', 'Use chart to locate constellations.', 'Point out major stars and patterns.', 'Learn mythology behind constellations.']",2+,yes
Homemade Smoothie Bowls Acai,8,99,45,"culinary, healthy, trendy",medium,indoor,all,"[""frozen acai"", ""banana"", ""berries"", ""toppings"", ""blender""]","['Blend frozen fruit until thick.', 'Pour into bowl.', 'Arrange toppings artfully.', 'Eat with spoon as breakfast.']",1+,no
Indoor Marble Olympics,6,14,60,"game, creative, competitive",low,indoor,all,"[""marbles"", ""various tracks and obstacles""]","['Create multiple marble race events.', 'Design tracks with household items.', 'Race marbles through courses.', 'Keep score across all events.']",2+,no
Nature Flower Pressing Traditional,6,14,180,"craft, nature, patient",low,indoor,all,"[""fresh flowers"", ""heavy books"", ""parchment paper""]","['Place flowers between parchment.', 'Press in heavy books.', 'Wait 2-3 weeks for drying.', 'Use in crafts or frame.']",1+,no
Paper Plate Dragon,5,11,45,"craft, mythical, creative",low,indoor,all,"[""paper plates"", ""paint"", ""construction paper"", ""googly eyes""]","['Cut and assemble plates as body.', 'Paint in dragon colors.', 'Add scales from paper.', 'Attach wings and fierce face.']",1+,no
DIY Soap Making Simple,10,16,120,"craft, practical, chemistry",medium,indoor,all,"[""soap base"", ""essential oils"", ""molds"", ""colorants"", ""microwave""]","['Cut and melt soap base.', 'Add oils and colorants.', 'Pour into molds.', 'Let harden before removing.']",1+,yes
Backyard Olympics Podium,7,16,60,"craft, sports, celebration",low,outdoor,all,"[""boxes or platforms"", ""paint"", ""decorations""]","['Create three-tier podium structure.', 'Label gold, silver, bronze levels.', 'Decorate festively.', 'Use for award ceremonies.']",2+,no
Homemade Pesto Pasta,9,99,60,"culinary, Italian, fresh",low,indoor,all,"[""basil"", ""garlic"", ""pine nuts"", ""parmesan"", ""olive oil"", ""pasta"", ""blender""]","['Blend basil, garlic, nuts, cheese with oil.', 'Cook pasta according to package.', 'Toss pasta with pesto.', 'Serve with extra cheese.']",1+,yes
Indoor Sock Sorting Race,4,9,20,"game, practical, speed",free,indoor,all,"[""basket of unmatched socks""]","['Dump socks in pile.', 'Race to match pairs.', 'First to match all wins.', 'Helps with laundry chore.']",2+,no
Nature Outdoor Art Gallery,6,99,120,"art, nature, exhibition",free,outdoor,all,"[""natural materials"", ""display area""]","['Create multiple nature artworks.', 'Set up outdoor gallery space.', 'Display pieces on ground or hanging.', 'Host viewing party for family.']",2+,no
